"fixture_id","h2h_last","h2h_matches","h2h_home_wins","h2h_draws","h2h_away_wins","h2h_home_goals_for","h2h_home_goals_against","h2h_home_goal_diff","updated_at"
"1387894",10,10,2,4,4,"0.8","1","-0.2","2025-12-14 17:18:18.172333-08"
"1387895",10,10,3,1,6,"0.9","1.8","-0.9","2025-12-14 17:18:15.263631-08"
"1387896",10,10,2,2,6,"0.6","1.3","-0.7","2025-12-14 17:18:40.748769-08"
"1387897",10,10,3,4,3,"1","1.1","-0.1","2025-12-14 17:18:38.691534-08"
"1387898",10,10,3,1,6,"1","2.4","-1.4","2025-12-14 17:18:39.160093-08"
"1387899",10,10,4,3,3,"2.4","1.7","0.7","2025-12-14 17:18:39.975536-08"
"1387900",10,10,4,4,2,"1.2","0.9","0.3","2025-12-14 17:18:41.219902-08"
"1387901",10,10,4,4,2,"1.4","1.1","0.3","2025-12-14 17:18:38.101814-08"
"1387902",10,9,9,0,0,"2.8888888","0.5555556","2.3333333","2025-12-14 17:18:42.698019-08"
"1387903",10,10,3,2,5,"1.6","1.8","-0.2","2025-12-14 17:18:42.228219-08"
"1387904",10,5,3,1,1,"1.8","1.2","0.6","2025-12-14 17:18:41.746652-08"
"1387905",10,7,0,1,6,"0.71428573","3.5714285","-2.857143","2025-12-14 17:19:04.090008-08"
"1387906",10,10,6,3,1,"1.4","0.6","0.8","2025-12-14 17:19:03.12944-08"
"1387907",10,9,2,3,4,"0.8888889","1.1111112","-0.22222222","2025-12-14 17:19:02.675769-08"
"1387908",10,10,5,1,4,"1.4","1.3","0.1","2025-12-14 17:19:05.079266-08"
"1387909",10,9,2,1,6,"1.3333334","1.8888888","-0.5555556","2025-12-14 17:19:06.127763-08"
"1387910",10,10,8,1,1,"1.7","0.4","1.3","2025-12-14 17:19:04.591123-08"
"1387911",10,1,0,1,0,"1","1","0","2025-12-14 17:19:03.619112-08"
"1387912",10,10,3,3,4,"1.4","1.6","-0.2","2025-12-14 17:19:06.589693-08"
"1387913",10,10,3,2,5,"1.1","1.3","-0.2","2025-12-14 17:19:05.661457-08"
"1387914",10,9,3,0,6,"0.6666667","1.4444444","-0.7777778","2025-12-14 17:19:29.766619-08"
"1387915",10,10,5,2,3,"1.1","0.9","0.2","2025-12-14 17:19:27.384114-08"
"1387916",10,10,2,3,5,"0.9","1.3","-0.4","2025-12-14 17:19:30.234187-08"
"1387917",10,10,6,0,4,"2.7","1.3","1.4","2025-12-14 17:19:28.355768-08"
"1387918",10,1,0,1,0,"3","3","0","2025-12-14 17:19:28.827761-08"
"1387919",10,10,4,4,2,"1.3","1","0.3","2025-12-14 17:19:30.711286-08"
"1387920",10,10,6,1,3,"1.5","1.3","0.2","2025-12-14 17:19:27.844607-08"
"1387921",10,10,5,2,3,"1.8","1.3","0.5","2025-12-14 17:19:26.720135-08"
"1387922",10,10,0,3,7,"1.2","2.7","-1.5","2025-12-14 17:19:29.28772-08"
"1387923",10,10,2,2,6,"0.7","1.7","-1","2025-12-14 17:19:50.629481-08"
"1387924",10,5,1,1,3,"1","2","-1","2025-12-14 17:19:53.103686-08"
"1387925",10,10,1,3,6,"1.1","2.3","-1.2","2025-12-14 17:19:53.606467-08"
"1387926",10,10,5,3,2,"1.5","1.1","0.4","2025-12-14 17:19:52.602573-08"
"1387927",10,9,1,5,3,"0.7777778","1.5555556","-0.7777778","2025-12-14 17:19:51.107432-08"
"1387928",10,10,7,0,3,"1.7","1","0.7","2025-12-14 17:19:54.581615-08"
"1387929",10,10,7,2,1,"2.2","0.9","1.3","2025-12-14 17:19:54.111414-08"
"1387930",10,10,0,5,5,"1","1.7","-0.7","2025-12-14 17:19:51.62105-08"
"1387931",10,5,2,1,2,"1.2","1.6","-0.4","2025-12-14 17:19:52.115214-08"
"1387932",10,10,2,3,5,"1.1","1.2","-0.1","2025-12-14 17:20:15.907969-08"
"1387933",10,10,6,3,1,"1.6","1","0.6","2025-12-14 17:20:16.944061-08"
"1387934",10,10,5,0,5,"1.3","1.5","-0.2","2025-12-14 17:20:14.989767-08"
"1387935",10,10,1,5,4,"0.8","1.3","-0.5","2025-12-14 17:20:14.520279-08"
"1387936",10,10,2,2,6,"0.9","1.6","-0.7","2025-12-14 17:20:16.474159-08"
"1387937",10,10,3,2,5,"1.1","1.4","-0.3","2025-12-14 17:20:17.408341-08"
"1387938",10,10,4,5,1,"1","0.5","0.5","2025-12-14 17:20:17.868672-08"
"1387939",10,9,8,0,1,"2.6666667","0.7777778","1.8888888","2025-12-14 17:20:18.357745-08"
"1387940",10,10,3,5,2,"1.4","1.3","0.1","2025-12-14 17:20:15.445828-08"
"1387941",10,9,1,0,8,"0.6666667","2.3333333","-1.6666666","2025-12-14 17:20:34.517847-08"
"1387942",10,10,3,2,5,"1.5","2","-0.5","2025-12-14 17:20:35.019949-08"
"1387943",10,10,6,2,2,"1.4","1","0.4","2025-12-14 17:20:35.499787-08"
"1387944",10,10,4,3,3,"1.1","1.1","0","2025-12-14 17:20:35.985518-08"
"1387945",10,9,5,2,2,"1.7777778","1.1111112","0.6666667","2025-12-14 17:20:33.558531-08"
"1387946",10,10,5,4,1,"1.2","0.5","0.7","2025-12-14 17:20:34.035134-08"
"1387947",10,10,4,2,4,"1.6","1.4","0.2","2025-12-14 17:20:37.403373-08"
"1387948",10,9,7,1,1,"2.5555556","0.8888889","1.6666666","2025-12-14 17:20:36.937401-08"
"1387949",10,10,3,3,4,"1.2","1.2","0","2025-12-14 17:20:36.458216-08"
"1387950",10,9,2,2,5,"0.8888889","1.4444444","-0.5555556","2025-12-14 17:20:58.332703-08"
"1387951",10,10,4,4,2,"1.4","1","0.4","2025-12-14 17:20:59.264629-08"
"1387952",10,10,1,3,6,"0.9","1.7","-0.8","2025-12-14 17:20:59.720528-08"
"1387953",10,10,3,4,3,"1.7","1.5","0.2","2025-12-14 17:20:57.40439-08"
"1387954",10,9,3,6,0,"1.8888888","1.1111112","0.7777778","2025-12-14 17:20:58.796674-08"
"1387955",10,5,3,0,2,"1.6","1.6","0","2025-12-14 17:21:00.689894-08"
"1387956",10,1,1,0,0,"1","0","1","2025-12-14 17:20:56.921262-08"
"1387957",10,9,7,1,1,"2.1111112","0.7777778","1.3333334","2025-12-14 17:21:00.217912-08"
"1387958",10,10,2,2,6,"1","1.6","-0.6","2025-12-14 17:20:57.870751-08"
"1387959",10,10,5,2,3,"1.1","0.9","0.2","2025-12-14 17:21:22.46896-08"
"1387960",10,10,6,2,2,"1.3","0.5","0.8","2025-12-14 17:21:20.379411-08"
"1387961",10,10,3,3,4,"1.3","1.6","-0.3","2025-12-14 17:21:23.042787-08"
"1387962",10,10,0,1,9,"0.8","2.9","-2.1","2025-12-14 17:21:19.927514-08"
"1387963",10,10,6,2,2,"2","1.2","0.8","2025-12-14 17:21:23.521882-08"
"1387964",10,9,8,1,0,"2.4444444","0.8888889","1.5555556","2025-12-14 17:21:20.844564-08"
"1387965",10,10,2,3,5,"0.9","1.4","-0.5","2025-12-14 17:21:21.990241-08"
"1387966",10,10,8,1,1,"2.3","1.1","1.2","2025-12-14 17:21:21.419616-08"
"1387967",10,10,3,1,6,"1","1.6","-0.6","2025-12-14 17:21:23.97918-08"
"1387968",10,10,0,0,10,"0.5","2.7","-2.2","2025-12-14 17:21:50.153599-08"
"1387969",10,10,3,1,6,"1.4","1.8","-0.4","2025-12-14 17:21:51.541508-08"
"1387970",10,10,3,5,2,"0.8","0.8","0","2025-12-14 17:21:49.117917-08"
"1387971",10,9,3,4,2,"1.2222222","1.2222222","0","2025-12-14 17:21:51.081881-08"
"1387972",10,9,4,3,2,"1.5555556","1.3333334","0.22222222","2025-12-14 17:21:52.015729-08"
"1387973",10,10,4,2,4,"1.7","1.5","0.2","2025-12-14 17:21:52.501973-08"
"1387974",10,1,0,0,1,"2","4","-2","2025-12-14 17:21:49.691199-08"
"1387975",10,10,7,1,2,"1.7","0.7","1","2025-12-14 17:21:50.615476-08"
"1387976",10,9,2,1,6,"0.8888889","1.5555556","-0.6666667","2025-12-14 17:21:48.641831-08"
"1387977",10,10,2,5,3,"0.9","1.2","-0.3","2025-12-14 17:22:10.982647-08"
"1387978",10,6,5,0,1,"2.1666667","0.6666667","1.5","2025-12-14 17:22:07.801989-08"
"1387979",10,10,4,0,6,"1.7","2.2","-0.5","2025-12-14 17:22:10.499856-08"
"1387980",10,9,1,1,7,"1","2.5555556","-1.5555556","2025-12-14 17:22:11.934376-08"
"1387981",10,10,0,2,8,"0.7","1.9","-1.2","2025-12-14 17:22:09.915005-08"
"1387982",10,10,6,2,2,"1.1","0.7","0.4","2025-12-14 17:22:08.869508-08"
"1387983",10,9,1,5,3,"0.5555556","0.7777778","-0.22222222","2025-12-14 17:22:09.330072-08"
"1387984",10,10,5,3,2,"1.9","1.1","0.8","2025-12-14 17:22:11.464954-08"
"1387985",10,10,6,2,2,"1.6","1","0.6","2025-12-14 17:22:08.377408-08"
"1387986",10,10,3,3,4,"1.1","1.4","-0.3","2025-12-14 17:22:27.846454-08"
"1387987",10,10,2,4,4,"1","1.3","-0.3","2025-12-14 17:22:29.267578-08"
"1387988",10,6,0,0,6,"1","3.6666667","-2.6666667","2025-12-14 17:22:26.901649-08"
"1387989",10,10,5,2,3,"1.9","1.4","0.5","2025-12-14 17:22:29.731196-08"
"1387990",10,10,4,3,3,"1.5","1.1","0.4","2025-12-14 17:22:27.39046-08"
"1387991",10,10,2,4,4,"0.9","1.2","-0.3","2025-12-14 17:22:30.721396-08"
"1387992",10,10,9,1,0,"3.2","0.9","2.3","2025-12-14 17:22:28.803569-08"
"1387993",10,1,1,0,0,"1","0","1","2025-12-14 17:22:28.321264-08"
"1387994",10,10,1,2,7,"1","2.2","-1.2","2025-12-14 17:22:30.22468-08"
"1387995",10,10,7,1,2,"1.7","0.5","1.2","2025-12-14 17:22:51.340555-08"
"1387996",10,10,5,4,1,"2.1","1.2","0.9","2025-12-14 17:22:53.336696-08"
"1387997",10,9,4,4,1,"1.5555556","1.2222222","0.33333334","2025-12-14 17:22:50.354671-08"
"1387998",10,10,3,3,4,"1","1.3","-0.3","2025-12-14 17:22:51.815396-08"
"1387999",10,10,5,2,3,"1.2","1","0.2","2025-12-14 17:22:53.808508-08"
"1388000",10,10,3,4,3,"1.1","1.3","-0.2","2025-12-14 17:22:50.841708-08"
"1388001",10,9,4,1,4,"1.3333334","1","0.33333334","2025-12-14 17:22:52.283122-08"
"1388002",10,1,0,0,1,"1","2","-1","2025-12-14 17:22:52.750671-08"
"1388003",10,10,2,2,6,"1","1.7","-0.7","2025-12-14 17:22:54.28982-08"
"1388434",10,10,5,1,4,"1.3","1.4","-0.1","2025-12-14 17:15:07.717474-08"
"1388435",10,10,6,1,3,"2.6","1.7","0.9","2025-12-14 17:15:03.600316-08"
"1388436",10,10,3,2,5,"1.1","1.4","-0.3","2025-12-14 17:15:06.652381-08"
"1388437",10,10,0,5,5,"0.6","1.5","-0.9","2025-12-14 17:15:06.16402-08"
"1388438",10,5,1,0,4,"2.2","3.8","-1.6","2025-12-14 17:15:16.937977-08"
"1388439",10,4,4,0,0,"2.75","0.75","2","2025-12-14 17:15:15.997756-08"
"1388440",10,10,4,2,4,"1.5","1.6","-0.1","2025-12-14 17:15:11.140918-08"
"1388441",10,10,3,5,2,"1.9","1.4","0.5","2025-12-14 17:15:05.68196-08"
"1388442",10,10,4,0,6,"1.8","1.5","0.3","2025-12-14 17:15:07.12627-08"
"1388443",10,10,5,5,0,"2.2","1.4","0.8","2025-12-14 17:16:10.108184-08"
"1388444",10,10,9,1,0,"2.7","1.2","1.5","2025-12-14 17:16:12.711595-08"
"1388445",10,10,2,2,6,"1.3","1.9","-0.6","2025-12-14 17:16:12.133488-08"
"1388446",10,10,2,2,6,"1.4","2.4","-1","2025-12-14 17:16:05.603775-08"
"1388447",10,10,4,5,1,"1.6","0.9","0.7","2025-12-14 17:16:07.097585-08"
"1388448",10,4,1,2,1,"1.5","1.25","0.25","2025-12-14 17:16:09.074366-08"
"1388449",10,7,3,1,3,"0.85714287","1.4285715","-0.5714286","2025-12-14 17:16:08.093357-08"
"1388450",10,10,6,3,1,"1.9","0.8","1.1","2025-12-14 17:16:08.59439-08"
"1388451",10,10,2,1,7,"1.4","2.5","-1.1","2025-12-14 17:16:07.627838-08"
"1388452",10,10,4,3,3,"1.1","0.7","0.4","2025-12-14 17:16:24.852767-08"
"1388453",10,10,6,2,2,"1.9","1.1","0.8","2025-12-14 17:16:20.3436-08"
"1388454",10,10,1,1,8,"1","2.6","-1.6","2025-12-14 17:16:22.956537-08"
"1388455",10,10,3,1,6,"0.9","1.9","-1","2025-12-14 17:16:19.846159-08"
"1388456",10,10,3,2,5,"1.9","2.7","-0.8","2025-12-14 17:16:23.432247-08"
"1388457",10,4,1,1,2,"0.75","1","-0.25","2025-12-14 17:16:20.849517-08"
"1388458",10,10,6,4,0,"2.2","0.8","1.4","2025-12-14 17:16:22.458232-08"
"1388459",10,10,2,3,5,"1.5","1.7","-0.2","2025-12-14 17:16:19.082787-08"
"1388460",10,4,0,4,0,"1","1","0","2025-12-14 17:16:21.999016-08"
"1388461",10,10,2,1,7,"0.8","2.1","-1.3","2025-12-14 17:16:41.291097-08"
"1388462",10,7,5,1,1,"2.2857144","1","1.2857143","2025-12-14 17:16:29.88806-08"
"1388463",10,10,3,5,2,"1.2","1.5","-0.3","2025-12-14 17:16:30.832935-08"
"1388464",10,10,4,3,3,"1.3","1.1","0.2","2025-12-14 17:16:28.881924-08"
"1388465",10,10,2,2,6,"1.5","2.2","-0.7","2025-12-14 17:16:30.367706-08"
"1388466",10,10,2,3,5,"1.9","2.8","-0.9","2025-12-14 17:16:34.682464-08"
"1388467",10,10,4,3,3,"1.6","1.4","0.2","2025-12-14 17:16:39.307741-08"
"1388468",10,10,2,3,5,"1.2","1.9","-0.7","2025-12-14 17:16:26.393308-08"
"1388469",10,7,5,1,1,"2","0.71428573","1.2857143","2025-12-14 17:16:29.397237-08"
"1388470",10,10,4,5,1,"2.2","1.2","1","2025-12-14 17:16:53.607297-08"
"1388471",10,10,8,0,2,"2.7","1.4","1.3","2025-12-14 17:16:54.101279-08"
"1388472",10,9,3,1,5,"1.4444444","1.8888888","-0.44444445","2025-12-14 17:17:02.867758-08"
"1388473",10,10,6,2,2,"2.6","1.7","0.9","2025-12-14 17:16:53.11391-08"
"1388474",10,10,5,2,3,"1.6","1.1","0.5","2025-12-14 17:17:04.771773-08"
"1388475",10,10,1,4,5,"0.9","1.5","-0.6","2025-12-14 17:16:52.148364-08"
"1388476",10,10,3,3,4,"1.6","2.2","-0.6","2025-12-14 17:16:52.633889-08"
"1388477",10,10,5,2,3,"1.9","1.3","0.6","2025-12-14 17:16:50.185239-08"
"1388478",10,10,2,0,8,"0.9","2.7","-1.8","2025-12-14 17:16:57.471298-08"
"1388479",10,3,1,1,1,"1.6666666","1.3333334","0.33333334","2025-12-14 17:17:16.676697-08"
"1388480",10,5,3,2,0,"2","1","1","2025-12-14 17:17:14.683954-08"
"1388481",10,10,2,0,8,"1.6","2.8","-1.2","2025-12-14 17:17:15.616486-08"
"1388482",10,10,2,3,5,"1.4","1.9","-0.5","2025-12-14 17:17:15.156336-08"
"1388483",10,10,0,1,9,"0.2","3.9","-3.7","2025-12-14 17:17:17.62966-08"
"1388484",10,10,3,2,5,"1.6","1.9","-0.3","2025-12-14 17:17:14.220037-08"
"1388485",10,10,3,2,5,"1.1","1.3","-0.2","2025-12-14 17:17:17.143598-08"
"1388486",10,10,3,0,7,"1.8","1.7","0.1","2025-12-14 17:17:16.205822-08"
"1388487",10,10,3,3,4,"2.1","2","0.1","2025-12-14 17:17:13.646055-08"
"1388488",10,10,7,2,1,"3","0.8","2.2","2025-12-14 17:17:40.074996-08"
"1388489",10,10,0,3,7,"0.9","2.2","-1.3","2025-12-14 17:17:40.648054-08"
"1388490",10,10,1,4,5,"1","2.5","-1.5","2025-12-14 17:17:38.073071-08"
"1388491",10,10,6,2,2,"1.6","0.6","1","2025-12-14 17:17:36.877907-08"
"1388492",10,10,3,2,5,"1","1.4","-0.4","2025-12-14 17:17:39.006224-08"
"1388493",10,10,6,1,3,"1.9","1.1","0.8","2025-12-14 17:17:41.115202-08"
"1388494",10,10,1,1,8,"0.5","1.6","-1.1","2025-12-14 17:17:37.359889-08"
"1388495",10,10,4,2,4,"1.2","1.4","-0.2","2025-12-14 17:17:39.610847-08"
"1388496",10,10,2,1,7,"0.7","2.5","-1.8","2025-12-14 17:17:38.545558-08"
"1388497",10,6,4,0,2,"1.8333334","1.5","0.33333334","2025-12-14 17:18:07.081042-08"
"1388498",10,5,4,1,0,"1.6","0.8","0.8","2025-12-14 17:18:08.04697-08"
"1388499",10,10,6,2,2,"1.8","1.3","0.5","2025-12-14 17:18:06.488396-08"
"1388500",10,10,6,4,0,"2.2","1.3","0.9","2025-12-14 17:18:09.441003-08"
"1388501",10,3,0,2,1,"0.6666667","1.3333334","-0.6666667","2025-12-14 17:18:05.520846-08"
"1388502",10,10,1,3,6,"1.4","2.1","-0.7","2025-12-14 17:18:06.011776-08"
"1388503",10,10,7,0,3,"1.7","1","0.7","2025-12-14 17:18:07.572102-08"
"1388504",10,10,6,2,2,"1.5","0.8","0.7","2025-12-14 17:18:08.974945-08"
"1388505",10,10,1,1,8,"0.5","2.9","-2.4","2025-12-14 17:18:08.509683-08"
"1388506",10,10,5,2,3,"2.3","1.5","0.8","2025-12-14 17:18:25.199433-08"
"1388507",10,10,2,2,6,"1","2.1","-1.1","2025-12-14 17:18:26.700592-08"
"1388508",10,10,4,5,1,"2.1","1","1.1","2025-12-14 17:18:26.21122-08"
"1388509",10,10,3,2,5,"1.2","1.7","-0.5","2025-12-14 17:18:28.157787-08"
"1388510",10,10,4,3,3,"1.4","1.4","0","2025-12-14 17:18:24.142713-08"
"1388511",10,10,7,1,2,"2.3","1","1.3","2025-12-14 17:18:25.663607-08"
"1388512",10,8,0,3,5,"0.375","1.5","-1.125","2025-12-14 17:18:24.726062-08"
"1388513",10,10,0,5,5,"0.5","1.8","-1.3","2025-12-14 17:18:27.682379-08"
"1388514",10,10,2,3,5,"1.3","1.7","-0.4","2025-12-14 17:18:27.210677-08"
"1388515",10,10,2,4,4,"1.3","1.7","-0.4","2025-12-14 17:18:50.868165-08"
"1388516",10,10,6,2,2,"2.2","1.4","0.8","2025-12-14 17:18:48.931266-08"
"1388517",10,10,2,2,6,"0.9","1.5","-0.6","2025-12-14 17:18:49.401196-08"
"1388518",10,10,1,3,6,"1.4","2.4","-1","2025-12-14 17:18:49.894158-08"
"1388519",10,10,4,4,2,"2","1.6","0.4","2025-12-14 17:18:52.396456-08"
"1388520",10,7,1,1,5,"0.85714287","2.2857144","-1.4285715","2025-12-14 17:18:48.454305-08"
"1388521",10,6,2,2,2,"1.1666666","1","0.16666667","2025-12-14 17:18:50.363905-08"
"1388522",10,10,4,2,4,"1.8","1.5","0.3","2025-12-14 17:18:51.32582-08"
"1388523",10,10,3,4,3,"2.2","1.7","0.5","2025-12-14 17:18:51.888335-08"
"1388524",10,10,5,2,3,"1.6","1.4","0.2","2025-12-14 17:19:20.825097-08"
"1388525",10,10,2,2,6,"1","2.5","-1.5","2025-12-14 17:19:16.80093-08"
"1388526",10,10,2,3,5,"1.3","2","-0.7","2025-12-14 17:19:19.356963-08"
"1388527",10,7,1,3,3,"0.85714287","1.4285715","-0.5714286","2025-12-14 17:19:17.258338-08"
"1388528",10,10,1,3,6,"1.1","2","-0.9","2025-12-14 17:19:17.724098-08"
"1388529",10,10,6,4,0,"2.8","0.9","1.9","2025-12-14 17:19:18.311495-08"
"1388530",10,8,1,2,5,"1","1.625","-0.625","2025-12-14 17:19:19.83808-08"
"1388531",10,10,6,1,3,"1.5","1.2","0.3","2025-12-14 17:19:20.345943-08"
"1388532",10,10,6,2,2,"1.4","0.7","0.7","2025-12-14 17:19:18.782688-08"
"1388533",10,10,3,3,4,"0.9","1.6","-0.7","2025-12-14 17:19:39.529914-08"
"1388534",10,8,3,1,4,"1.75","1.25","0.5","2025-12-14 17:19:38.575867-08"
"1388535",10,10,6,2,2,"2.1","1.1","1","2025-12-14 17:19:39.051814-08"
"1388536",10,6,5,1,0,"2.3333333","0.5","1.8333334","2025-12-14 17:19:39.996297-08"
"1388537",10,10,1,4,5,"0.9","1.4","-0.5","2025-12-14 17:19:36.173566-08"
"1388538",10,10,5,2,3,"1.2","1.5","-0.3","2025-12-14 17:19:36.65632-08"
"1388539",10,10,2,2,6,"1.6","2.1","-0.5","2025-12-14 17:19:37.157832-08"
"1388540",10,10,4,1,5,"1.7","2.3","-0.6","2025-12-14 17:19:38.10735-08"
"1388541",10,10,5,2,3,"1.3","1","0.3","2025-12-14 17:19:37.626907-08"
"1388542",10,10,1,1,8,"1","2","-1","2025-12-14 17:20:00.541492-08"
"1388543",10,10,7,3,0,"2.8","0.9","1.9","2025-12-14 17:20:01.048443-08"
"1388544",10,10,5,2,3,"1.8","1","0.8","2025-12-14 17:20:03.165156-08"
"1388545",10,10,4,2,4,"2","2","0","2025-12-14 17:19:59.934121-08"
"1388546",10,6,1,0,5,"1","3.1666667","-2.1666667","2025-12-14 17:20:04.152396-08"
"1388547",10,10,1,4,5,"0.8","1.3","-0.5","2025-12-14 17:20:03.668864-08"
"1388548",10,10,6,1,3,"2.1","1.4","0.7","2025-12-14 17:20:02.145387-08"
"1388549",10,9,3,1,5,"1.5555556","1.6666666","-0.11111111","2025-12-14 17:20:01.517776-08"
"1388550",10,10,5,2,3,"2","1.7","0.3","2025-12-14 17:20:02.618266-08"
"1388551",10,10,5,3,2,"1.5","1","0.5","2025-12-14 17:20:30.301978-08"
"1388552",10,7,5,2,0,"2.142857","0.71428573","1.4285715","2025-12-14 17:20:32.458886-08"
"1388553",10,10,2,5,3,"1.1","1.4","-0.3","2025-12-14 17:20:28.829139-08"
"1388554",10,10,1,1,8,"0.9","2.8","-1.9","2025-12-14 17:20:29.324642-08"
"1388555",10,10,4,1,5,"1.1","1.5","-0.4","2025-12-14 17:20:31.87984-08"
"1388556",10,9,2,3,4,"1.2222222","1.5555556","-0.33333334","2025-12-14 17:20:31.399464-08"
"1388557",10,10,5,2,3,"1.9","1.8","0.1","2025-12-14 17:20:33.071053-08"
"1388558",10,10,8,0,2,"1.7","1.1","0.6","2025-12-14 17:20:30.798102-08"
"1388559",10,10,0,4,6,"0.8","1.8","-1","2025-12-14 17:20:29.815137-08"
"1388560",10,10,2,3,5,"0.7","1.5","-0.8","2025-12-14 17:20:44.292031-08"
"1388561",10,10,5,2,3,"1.9","1.7","0.2","2025-12-14 17:20:45.723221-08"
"1388562",10,10,2,4,4,"1.5","1.7","-0.2","2025-12-14 17:20:46.189847-08"
"1388563",10,10,6,3,1,"1.8","1.1","0.7","2025-12-14 17:20:44.774101-08"
"1388564",10,10,1,6,3,"0.7","1.2","-0.5","2025-12-14 17:20:46.660801-08"
"1388565",10,10,5,2,3,"1.4","1","0.4","2025-12-14 17:20:45.254815-08"
"1388566",10,5,0,0,5,"0.8","3.6","-2.8","2025-12-14 17:20:42.871887-08"
"1388567",10,10,6,1,3,"2.1","1.9","0.2","2025-12-14 17:20:43.829535-08"
"1388568",10,10,3,5,2,"1.6","1.3","0.3","2025-12-14 17:20:43.324747-08"
"1388569",10,10,6,1,3,"1.8","0.9","0.9","2025-12-14 17:21:06.579369-08"
"1388570",10,10,7,2,1,"2.9","1","1.9","2025-12-14 17:21:08.959861-08"
"1388571",10,10,1,5,4,"0.9","1.6","-0.7","2025-12-14 17:21:07.526652-08"
"1388572",10,10,4,1,5,"1.7","1.9","-0.2","2025-12-14 17:21:09.923137-08"
"1388573",10,7,4,1,2,"1.7142857","1","0.71428573","2025-12-14 17:21:06.089834-08"
"1388574",10,10,1,1,8,"1.1","2","-0.9","2025-12-14 17:21:09.449617-08"
